(0.0005,6.76566312455)
(80.0005,-490.45062284832505)
(160.0005,-981.8319462769708)
(240.0005,-1461.8654130976254)
(320.0005,-1925.5185077423666)
(400.0005,-2368.419863841001)
(480.0005,-2786.98261387512)
(560.0005,-3178.4658927456976)
(640.0005,-3540.977936013092)
(720.0005,-3873.430180301586)
(800.0005,-4175.455176856605)
(880.0005,-4447.302008383549)
(960.0005,-4689.7217901622935)
(1040.0005,-4903.853493640791)
(1120.0005,-5091.117487062943)
(1200.0005,-5253.121408210556)
(1280.0005,-5391.580617490676)
(1360.0005,-5508.253677287646)
(1440.0005,-5604.892074569519)
(1520.0005,-5683.20267283662)
(1600.0005,-5744.821035557018)
(1680.0005,-5791.293692105626)
(1760.0005,-5824.067519650862)
(1840.0005,-5844.484613103672)
(1920.0005,-5853.78125502659)
(2000.0005,-5853.08984221534)
(2080.0005,-5843.442854192353)
(2160.0005,-5825.778150228597)
(2240.0005,-5800.945051851906)
(2320.0005,-5769.71080744221)
(2400.0005,-5732.767147128971)
(2480.0005,-5690.736723496273)
(2560.0005,-5644.17930055614)
(2640.0005,-5593.597603848698)
(2720.0005,-5539.4427817505275)
(2800.0005,-5482.119454997889)
(2880.0005,-5421.99035043928)
(2960.0005,-5359.380528041417)
(3040.0005,-5294.581218703057)
(3120.0005,-5227.8532956741055)
(3200.0005,-5159.430405233777)
(3280.0005,-5089.521783453357)
(3360.0005,-5018.314785872068)
(3440.0005,-4945.977156133375)
(3520.0005,-4872.659058349236)
(3600.0005,-4798.494896385773)
(3680.0005,-4723.60494153807)
(3760.0005,-4648.096788289955)
(3840.0005,-4572.066656106062)
(3920.0005,-4495.60055351157)
(4000.0005,-4418.775319134536)
(4080.0005,-4341.659552894757)
(4160.0005,-4264.314449167509)
(4240.0005,-4186.7945425022845)
(4320.0005,-4109.148375342861)
(4400.0005,-4031.419096180152)
(4480.0005,-3953.6449956471333)
(4560.0005,-3875.8599872447844)
(4640.0005,-3798.0940386504126)
(4720.0005,-3720.3735589057287)
(4800.0005,-3642.721746195559)
(4880.0005,-3565.158900408909)
(4960.0005,-3487.7027042124364)
