(0,8.134205257142856)
(0,8.134205257142856)
(8000.0,0.23267533296368167)
(16000.0,0.08719108619209007)
(24000.0,0.05018023425396009)
(32000.0,0.03426825774489186)
(40000.0,0.025660269446245425)
(48000.0,0.020353050066488215)
(56000.0,0.016791641891032928)
(64000.0,0.01425550650300258)
(72000.0,0.012368340315401311)
(80000.0,0.010915784216209517)
(88000.0,0.00976738343489067)
(96000.0,0.008839500588926942)
(104000.0,0.008076206298611716)
(112000.0,0.007438775313422887)
(120000.0,0.006899598874263933)
(128000.0,0.006438497062931865)
(136000.0,0.006040399605432508)
(144000.0,0.005693839535924092)
(152000.0,0.00538994703386213)
(160000.0,0.005121760638834978)
(168000.0,0.004883745373636916)
(176000.0,0.004671449031356268)
(184000.0,0.004481252719612322)
(192000.0,0.004310186957941495)
(200000.0,0.0041557941655984785)
(208000.0,0.004016024501674962)
(216000.0,0.0038891560321244524)
(224000.0,0.003773732876700824)
(232000.0,0.003668516807365454)
(240000.0,0.0035724490239198007)
(248000.0,0.003484619710186714)
(256000.0,0.0034042435963456117)
(264000.0,0.00333064019978975)
(272000.0,0.0032632177413420387)
(280000.0,0.0032014599718664764)
(288000.0,0.003144915320950858)
(296000.0,0.0030931879115710984)
(304000.0,0.003045930084525563)
(312000.0,0.0030028361525064684)
(320000.0,0.0029636371620904286)
(328000.0,0.0029280964871306156)
(336000.0,0.0028960061122637925)
(344000.0,0.002867183492906316)
(352000.0,0.002841468899981156)
(360000.0,0.0028187231750353998)
(368000.0,0.002798825835374529)
(376000.0,0.0027816734801311646)
(384000.0,0.0027671784573882973)
(392000.0,0.0027552677600481443)
(400000.0,0.002745882124430518)
(408000.0,0.0027389753108895925)
(416000.0,0.0027345135502675256)
(424000.0,0.0027324751439544498)
(432000.0,0.002732850208837494)
(440000.0,0.002735640561634583)
(448000.0,0.002740859740129906)
(456000.0,0.002748533161766939)
(464000.0,0.002758698423006252)
(472000.0,0.0027714057459265126)
(480000.0,0.0027867185818398936)
(488000.0,0.0028047143853269533)
(496000.0,0.002825485576210663)
(504000.0,0.0028491407117377365)
(512000.0,0.0028758058968204898)
(520000.0,0.0029056264668506186)
(528000.0,0.002938768985630973)
(536000.0,0.0029754236107696085)
(544000.0,0.003015806890931122)
(552000.0,0.0030601650742908635)
(560000.0,0.003108778026212784)
(568000.0,0.003161963877682771)
(576000.0,0.003220084555824202)
(584000.0,0.0032835523858641222)
(592000.0,0.003352838002826686)
(600000.0,0.003428479874594057)
(608000.0,0.003511095820696441)
(616000.0,0.003601397020072559)
(624000.0,0.003700205145585924)
(632000.0,0.0038084734567221685)
(640000.0,0.003927312943817828)
(648000.0,0.004058024975125754)
(656000.0,0.004202142392616715)
(664000.0,0.004361481693916748)
(672000.0,0.004538209916898624)
(680000.0,0.004734931248910914)
(688000.0,0.004954800430145997)
(696000.0,0.005201673051844089)
(704000.0,0.005480307416758501)
(712000.0,0.0057966396425615276)
(720000.0,0.006158164688631988)
(728000.0,0.006574473645216161)
(736000.0,0.007058026714625543)
(744000.0,0.007625290642999293)
(752000.0,0.008298455772520422)
(760000.0,0.009108104942532141)
(768000.0,0.010097504247151001)
(776000.0,0.011329778517055718)
(784000.0,0.012900484324128091)
(792000.0,0.014960914454526896)
