t (s),X,Y,Z,a (m/s^2)
100.0,-12.517731234082094,-1.283192644615032,-0.0,12.58332939296705
1300.0,-11.262259283404607,-4.809801400217006,-0.0,12.246333070603736
2500.0,-9.115421743694199,-7.623806051957481,-0.0,11.883321601441093
3700.0,-6.415311514027042,-9.578279047274254,-0.0,11.528211107082527
4900.0,-3.464653145447042,-10.658666980361675,-0.0,11.207631472193771
6100.0,-0.49845244692652696,-10.929110536231141,-0.0,10.94047128578132
7300.0,2.31653743485272,-10.486180793972606,-0.0,10.739009885969654
8500.0,4.86585467677249,-9.429078377927851,-0.0,10.610563641606191
9700.0,7.066558047353209,-7.845740777068278,-0.0,10.558972060648912
10900.0,8.84799381370184,-5.811023739259396,-0.0,10.585603026069998
12100.0,10.13684900591525,-3.3934229550985457,-0.0,10.68976272519249
13300.0,10.847927644793232,-0.6681359018491625,-0.0,10.868483784319183
14500.0,10.882510576282746,2.2649143359188444,-0.0,11.11570390897295
15700.0,10.137473096133014,5.2601196725525465,-0.0,11.42091151110081
16900.0,8.52925543654585,8.107144074166396,-0.0,11.767496902108716
18100.0,6.035088958641847,10.523664466631264,-0.0,12.13135658304372
19300.0,2.746606789384486,12.1747357720396,-0.0,12.48070670973698
20500.0,-1.0829735593964989,12.732334967683663,-0.0,12.778309178434057
21700.0,-5.03107654947755,11.97279825830367,-0.0,12.98690222419274
22900.0,-8.568016856536659,9.879349554838573,-0.0,13.077173260326004
24100.0,-11.18651336169336,6.692428645668389,-0.0,13.035592904379413
25300.0,-12.545590704687852,2.864497372426372,-0.0,12.868457224010491
26500.0,-12.554667368711694,-1.06755743010614,-0.0,12.599974270035993
27700.0,-11.359565272517136,-4.626153390400677,-0.0,12.265439999123268
28900.0,-9.254545284066252,-7.485493712021124,-0.0,11.902908238222315
30100.0,-6.577738962081092,-9.489883740877604,-0.0,11.546624756553438
31300.0,-3.6349287977988523,-10.618730889863562,-0.0,11.223642593935802
32500.0,-0.6650448418124946,-10.933038262993122,-0.0,10.953246564452618
33700.0,2.1617249038326807,-10.528394999694935,-0.0,10.748030323247685
34900.0,4.728540330660027,-9.50423635243139,-0.0,10.615535893281919
36100.0,6.9512057861483045,-7.9491666184398415,-0.0,10.559759079122022
37300.0,8.75876485608192,-5.938574811412016,-0.0,10.582184679680893
38500.0,10.078278193041381,-3.5409513442599607,-0.0,10.682229531270607
39700.0,10.82524276415958,-0.8306379755097856,-0.0,10.85706407595296
40900.0,10.901460372288103,2.0943796874756395,-0.0,11.100822695813063
42100.0,10.20345604686266,5.091575575989337,-0.0,11.403273966114702
43300.0,8.64553767032412,7.954517282109755,-0.0,11.74817716926231
44500.0,6.200115030417611,10.40459226809399,-0.0,12.111852321411932
45700.0,2.950992046183572,12.108488038312604,-0.0,12.462898404087154
46900.0,-0.8583068039217886,12.73537141712818,-0.0,12.764261659095832
48100.0,-4.813635198752185,12.052809034433102,-0.0,12.97849334272581
49300.0,-8.388253879169335,10.03042776806751,-0.0,13.075637053383637
50500.0,-11.069609731053056,6.8946136470557295,-0.0,13.041163941151558
51700.0,-12.504442112426707,3.08885290232597,-0.0,12.880298319341756
52900.0,-12.587711673745082,-0.8507423790650509,-0.0,12.616427694750818
54100.0,-11.453911591321477,-4.440274767402247,-0.0,12.284467052006676
55300.0,-9.391783697923668,-7.34443713775792,-0.0,11.922514747278047
56500.0,-6.739259707046909,-9.398657452150164,-0.0,11.56513654488713
57700.0,-3.805072434789145,-10.576137836667247,-0.0,11.23980728367603
58900.0,-0.8320691501197082,-10.934598898895928,-0.0,10.966211385447435
60100.0,2.006081597642848,-10.568553185617427,-0.0,10.757261724696743
61300.0,4.5900996018358375,-9.577624964163997,-0.0,10.620730403741115
62500.0,6.834476852057583,-8.051077120559947,-0.0,10.560772540042455
63700.0,8.667908949739296,-6.064850192569243,-0.0,10.578991134284864
64900.0,10.017802001131956,-3.6874671405542547,-0.0,10.674913154051925
66100.0,10.800340425676252,-0.9924671028349316,-0.0,10.845844561891262
67300.0,10.917873579557748,1.9240393458312537,-0.0,11.086112524393386
68500.0,10.266647421400842,4.922550376641389,-0.0,11.385760909395946
69700.0,8.75896164569029,7.8005131484609365,-0.0,11.72891361081603
70900.0,6.36256932169089,10.28308058041393,-0.0,12.092313037488244
72100.0,3.1535962145775946,12.038751185748541,-0.0,12.444946733391832
73300.0,-0.6340905815854443,12.734183289564033,-0.0,12.749960584953477
74500.0,-4.594955891893831,12.128503449487702,-0.0,12.969742309417136
75700.0,-8.205609568900066,10.177917806755108,-0.0,13.07371558809075
76900.0,-10.948690718825604,7.094632986484459,-0.0,13.046365228269954
78100.0,-12.45893756990205,3.3127611366195207,-0.0,12.89183895800027
79300.0,-12.616823378760241,-0.6328226668801608,-0.0,12.632683669693797
80500.0,-11.54523984479944,-4.252210625497239,-0.0,12.30340840082683
81700.0,-9.527077683541567,-7.2006534058489935,-0.0,11.942136268666527
82900.0,-6.899823367168974,-9.304597582897586,-0.0,11.583742861346439
84100.0,-3.975045636475257,-10.530874578911058,-0.0,11.256123098510256
85300.0,-0.999497654849922,-10.933775346439534,-0.0,10.979364229701984
86500.0,1.8496276239051985,-10.606638304439628,-0.0,10.766703231180802
87700.0,4.450548349994872,-9.64922869941599,-0.0,10.62614676678594
88900.0,6.716385727469169,-8.15145803410468,-0.0,10.562012370846821
90100.0,8.575441250547957,-6.189835375262757,-0.0,10.57602262736109
91300.0,9.955437242021707,-3.8329530967536507,-0.0,10.667814214812058
