(0,0.0)
(0,0.0)
(8000.0,-0.1677717654178552)
(16000.0,-0.04907136400037467)
(24000.0,-0.024063885690843462)
(32000.0,-0.014556470544432756)
(40000.0,-0.009867941881825626)
(48000.0,-0.007185242398241439)
(56000.0,-0.005494451463099884)
(64000.0,-0.004353785913623847)
(72000.0,-0.003544349196544091)
(80000.0,-0.002947068081967145)
(88000.0,-0.0024923981999744873)
(96000.0,-0.0021373816495036933)
(104000.0,-0.001854252156167503)
(112000.0,-0.0016243773082564585)
(120000.0,-0.0014348536485071944)
(128000.0,-0.0012765017564717754)
(136000.0,-0.0011426381837907518)
(144000.0,-0.0010282972884338335)
(152000.0,-0.0009297234010738054)
(160000.0,-0.0008440307297103707)
(168000.0,-0.0007689703275108803)
(176000.0,-0.0007027671308046673)
(184000.0,-0.0006440038942632843)
(192000.0,-0.0005915371516165356)
(200000.0,-0.00054443544740372)
(208000.0,-0.00050193331412783)
(216000.0,-0.0004633965501582694)
(224000.0,-0.00042829572101633597)
(232000.0,-0.00039618572103662387)
(240000.0,-0.00036668985385412186)
(248000.0,-0.00033948731890584663)
(256000.0,-0.0003143032910331199)
(264000.0,-0.0002909009927498513)
(272000.0,-0.00026907531108836977)
(280000.0,-0.00024864762138478624)
(288000.0,-0.00022946156127615246)
(296000.0,-0.0002113795580298718)
(304000.0,-0.00019427995699807226)
(312000.0,-0.00017805463261885745)
(320000.0,-0.00016260698890430781)
(328000.0,-0.0001478502758629887)
(336000.0,-0.00013370616332081473)
(344000.0,-0.00012010352523697818)
(352000.0,-0.00010697739667535335)
(360000.0,-9.426807269058143e-05)
(368000.0,-8.192032397160352e-05)
(376000.0,-6.988270849229286e-05)
(384000.0,-5.810696190405359e-05)
(392000.0,-4.654745216236294e-05)
(400000.0,-3.516068605521675e-05)
(408000.0,-2.390485700853703e-05)
(416000.0,-1.2739424866252178e-05)
(424000.0,-1.624719345282982e-06)
(432000.0,9.47844040511256e-06)
(440000.0,2.060911722043945e-05)
(448000.0,3.180662512293524e-05)
(456000.0,4.311090304954676e-05)
(464000.0,5.456289998182089e-05)
(472000.0,6.620497869645732e-05)
(480000.0,7.80813459215895e-05)
(488000.0,9.023851749930526e-05)
(496000.0,0.00010272582825745735)
(504000.0,0.00011559599773539042)
(512000.0,0.0001289057647592212)
(520000.0,0.00014271660621554915)
(528000.0,0.00015709555835027926)
(536000.0,0.0001721161626823654)
(544000.0,0.00018785956338219332)
(552000.0,0.00020441578900054751)
(560000.0,0.00022188525911682428)
(568000.0,0.0002403805662994952)
(576000.0,0.00026002859640118146)
(584000.0,0.00028097306654456685)
(592000.0,0.00030337758141739456)
(600000.0,0.0003274293363696784)
(608000.0,0.0003533436326280782)
(616000.0,0.0003813694189799726)
(624000.0,0.00041179614015436665)
(632000.0,0.0004449622614429946)
(640000.0,0.00048126596140818443)
(648000.0,0.0005211786537802723)
(656000.0,0.0005652622365524996)
(664000.0,0.0006141913019380445)
(672000.0,0.0006687820226980959)
(680000.0,0.0007300301319078584)
(688000.0,0.0007991614504452251)
(696000.0,0.0008776999756810798)
(704000.0,0.0009675609315847298)
(712000.0,0.0010711799071651822)
(720000.0,0.001191695157462723)
(728000.0,0.001333209863820148)
(736000.0,0.001501177475487988)
(744000.0,0.001702981499327664)
(752000.0,0.0019488316442553104)
(760000.0,0.002253192181958242)
(768000.0,0.00263714085773364)
(776000.0,0.003132429467273827)
(784000.0,0.003788825339030042)
(792000.0,0.004688193025512389)
