(0,-6.227750899999999)
(0,-61.15433238822952)
(80.0,-60.789391201734766)
(160.0,-59.72716002287875)
(240.0,-58.0135044639675)
(320.0,-55.71956039927902)
(400.0,-52.93530610449743)
(480.0,-49.76206931585439)
(560.0,-46.305001299006385)
(640.0,-42.66638821234867)
(720.0,-38.940380702055975)
(800.0,-35.20939757486995)
(880.0,-31.542175091314814)
(960.0,-27.99323399703088)
(1040.0,-24.603432328056094)
(1120.0,-21.401249512413145)
(1200.0,-18.404480985967993)
(1280.0,-15.62208605462995)
(1360.0,-13.056003875843691)
(1440.0,-10.702819353474887)
(1520.0,-8.555215384767942)
(1600.0,-6.603188215237044)
(1680.0,-4.835029640430673)
(1760.0,-3.2380958805338094)
(1840.0,-1.7993909527149632)
(1920.0,-0.5059948515072497)
(2000.0,0.65463409942746)
(2080.0,1.6944562019941145)
(2160.0,2.624723804327197)
(2240.0,3.4559121999381746)
(2320.0,4.197692654415663)
(2400.0,4.8589354333878205)
(2480.0,5.447733445970698)
(2560.0,5.9714393753822375)
(2640.0,6.436710983253519)
(2720.0,6.849560704374596)
(2800.0,7.2154067566337305)
(2880.0,7.539123836101557)
(2960.0,7.82509210261781)
(3040.0,8.07724363186149)
(3120.0,8.299105853047879)
(3200.0,8.493841737155602)
(3280.0,8.66428667281195)
(3360.0,8.812982084302082)
(3440.0,8.942205923040449)
(3520.0,9.054000211223903)
(3600.0,9.150195842643646)
(3680.0,9.232434856954677)
(3760.0,9.302190404799735)
(3840.0,9.360784615384228)
(3920.0,9.409404567950768)
(4000.0,9.449116555858605)
(4080.0,9.480878817892833)
(4160.0,9.505552896912736)
(4240.0,9.523913771571484)
(4320.0,9.536658893000027)
(4400.0,9.544416245270787)
(4480.0,9.547751536309644)
(4560.0,9.547174614728496)
(4640.0,9.54314519782964)
(4720.0,9.536077986795904)
(4800.0,9.52634723671198)
(4880.0,9.514290841574065)
(4960.0,9.500213987744898)
(5040.0,9.484392423307252)
(5120.0,9.467075385446915)
(5200.0,9.448488223252452)
(5280.0,9.428834749104507)
(5360.0,9.408299348095808)
(5440.0,9.387048871612773)
(5520.0,9.365234338270913)
(5600.0,9.34299246280675)
(5680.0,9.32044703122229)
(5760.0,9.297710138445686)
(5840.0,9.274883302964161)
(5920.0,9.252058471298206)
(6000.0,9.229318923754382)
(6080.0,9.206740091667085)
(6160.0,9.18439029519759)
(6240.0,9.162331409800494)
(6320.0,9.140619468579146)
(6400.0,9.119305206976831)
(6480.0,9.098434555569389)
(6560.0,9.078049086103862)
(6640.0,9.05818641538392)
(6720.0,9.038880571124196)
(6800.0,9.0201623234593)
(6880.0,9.002059485402903)
(6960.0,8.984597185223445)
(7040.0,8.967798113381749)
(7120.0,8.951682746404243)
(7200.0,8.936269549831911)
(7280.0,8.921575162152061)
(7360.0,8.90761456142563)
(7440.0,8.894401216150236)
(7520.0,8.881947221740287)
(7600.0,8.870263423854075)
(7680.0,8.859359529681944)
(7760.0,8.849244208176776)
(7840.0,8.839925180116058)
(7920.0,8.83140929878646)
(8000.0,8.823702621981026)
(8080.0,8.816810475941633)
(8160.0,8.810737511786858)
(8240.0,8.805487754905048)
(8320.0,8.80106464773794)
(8400.0,8.797471086303934)
(8480.0,8.794709450774183)
(8560.0,8.792781630354394)
(8640.0,8.791689042675939)
(8720.0,8.79143264785994)
(8800.0,8.792012957363701)
(8880.0,8.793430037689914)
(8960.0,8.795683508974738)
(9040.0,8.798772538452873)
(9120.0,8.802695828736512)
(9200.0,8.807451600808324)
(9280.0,8.81303757158477)
(9360.0,8.819450925865329)
(9440.0,8.826688282416645)
(9520.0,8.834745653919704)
(9600.0,8.843618400425937)
(9680.0,8.853301175929097)
(9760.0,8.863787867597672)
(9840.0,8.875071527133779)
(9920.0,8.887144293672055)
(10000.0,8.89999730753932)
(10080.0,8.913620614114384)
(10160.0,8.928003056943451)
(10240.0,8.943132159144984)
(10320.0,8.958993992045194)
(10400.0,8.975573029844467)
(10480.0,8.992851988985631)
(10560.0,9.010811650731215)
(10640.0,9.029430665301149)
(10720.0,9.048685335709008)
(10800.0,9.06854937924656)
(10880.0,9.088993664307516)
(10960.0,9.109985919988869)
(11040.0,9.131490415610084)
(11120.0,9.153467606949393)
(11200.0,9.175873745631627)
(11280.0,9.198660447684597)
(11360.0,9.221774216804178)
(11440.0,9.245155917347285)
(11520.0,9.268740191478406)
(11600.0,9.292454814224381)
(11680.0,9.31621997944814)
(11760.0,9.33994750889499)
(11840.0,9.363539975527441)
(11920.0,9.386889731272227)
(12000.0,9.409877828105557)
(12080.0,9.432372820022001)
(12160.0,9.45422943189382)
(12240.0,9.47528707947653)
(12320.0,9.495368222853427)
(12400.0,9.51427653336902)
(12480.0,9.531794851604104)
(12560.0,9.547682911084715)
(12640.0,9.561674799219366)
(12720.0,9.573476123334064)
(12800.0,9.58276084558729)
(12880.0,9.589167745943211)
(12960.0,9.592296467205395)
(13040.0,9.591703090282778)
(13120.0,9.586895181343856)
(13200.0,9.577326245195001)
(13280.0,9.562389511084906)
(13360.0,9.541410968086861)
(13440.0,9.513641557199374)
(13520.0,9.478248416331956)
(13600.0,9.434305062339696)
(13680.0,9.380780381359651)
(13760.0,9.316526284922029)
(13840.0,9.240263874891943)
(13920.0,9.150567945596364)
(14000.0,9.045849636991278)
(14080.0,8.92433703924224)
(14160.0,8.784053537751928)
(14240.0,8.6227936800909)
(14320.0,8.438096344708699)
(14400.0,8.227214998900562)
(14480.0,7.987084854429987)
(14560.0,7.714286769334306)
(14640.0,7.405007811320531)
(14720.0,7.0549985021079165)
(14800.0,6.659526916391203)
(14880.0,6.213330031227919)
(14960.0,5.7105630339380715)
(15040.0,5.144747727334307)
(15120.0,4.508721755628987)
(15200.0,3.7945911556379173)
(15280.0,2.993689767051895)
(15360.0,2.096550370733914)
(15440.0,1.0928941278148585)
(15520.0,-0.028352974354082388)
(15600.0,-1.2790053527123502)
(15680.0,-2.6715103150148143)
(15760.0,-4.218769831464436)
(15840.0,-5.933869777255188)
(15920.0,-7.829691020746437)
(16000.0,-9.918373533232833)
(16080.0,-12.210603046043323)
(16160.0,-14.71469107523647)
(16240.0,-17.435425306515288)
(16320.0,-20.372680842667236)
(16400.0,-23.519806461050823)
(16480.0,-26.861836452666306)
(16560.0,-30.37362937131908)
(16640.0,-34.018099115910864)
(16720.0,-37.744775754005)
(16800.0,-41.48900154773011)
(16880.0,-45.17211252322957)
(16960.0,-48.70295220377163)
(17040.0,-51.980985185391205)
(17120.0,-54.901105721294115)
(17200.0,-57.35997281686325)
(17280.0,-59.2633827385251)
(17360.0,-60.533880824773426)
(17440.0,-61.11760738412377)
(17520.0,-60.98935109165169)
(17600.0,-60.15498946424913)
(17680.0,-58.65090346298604)
(17760.0,-56.540467341183984)
(17840.0,-53.9082023441432)
(17920.0,-50.852520353954894)
(18000.0,-47.47810094301379)
(18080.0,-43.88884440350807)
(18160.0,-40.18208620523584)
(18240.0,-36.44443535685036)
(18320.0,-32.74929464580113)
(18400.0,-29.155890427212785)
(18480.0,-25.7095044793055)
(18560.0,-22.442553336148066)
(18640.0,-19.3761785858638)
(18720.0,-16.522067918777815)
(18800.0,-13.884297891013057)
(18880.0,-11.46105911016228)
(18960.0,-9.246183703234859)
(19040.0,-7.230440004415169)
(19120.0,-5.402590584897221)
(19200.0,-3.7502291429616705)
(19280.0,-2.260422152303307)
(19360.0,-0.9201852253770804)
(19440.0,0.2831758554016423)
(19520.0,1.361831836731849)
(19600.0,2.327280315418374)
(19680.0,3.190259423888875)
(19760.0,3.960708360810012)
(19840.0,4.647761621689586)
(19920.0,5.259766688292598)
(20000.0,5.80431735048064)
(20080.0,6.288296790014543)
(20160.0,6.717926106902786)
(20240.0,7.098815177045388)
(20320.0,7.436013656176084)
(20400.0,7.734060644772924)
(20480.0,7.99703204944806)
(20560.0,8.228585058144029)
(20640.0,8.431999421637697)
(20720.0,8.610215428205175)
(20800.0,8.765868592052088)
(20880.0,8.90132116508249)
(20960.0,9.0186906376906)
(21040.0,9.11987542675751)
(21120.0,9.20657796473344)
(21200.0,9.280325407737624)
(21280.0,9.342488176797298)
(21360.0,9.394296537401699)
(21440.0,9.43685541051226)
(21520.0,9.471157594414162)
(21600.0,9.49809556234581)
(21680.0,9.518471986374957)
(21760.0,9.533009123926018)
(21840.0,9.54235719002699)
(21920.0,9.547101825872362)
(22000.0,9.547770762778107)
(22080.0,9.544839770071885)
(22160.0,9.538737965898925)
(22240.0,9.529852561258899)
(22320.0,9.518533099844078)
(22400.0,9.505095249261666)
(22480.0,9.489824193021654)
(22560.0,9.472977667116353)
(22640.0,9.454788680092747)
(22720.0,9.43546795113251)
(22800.0,9.415206096776597)
(22880.0,9.394175593473035)
(22960.0,9.37253254008376)
(23040.0,9.350418241771475)
(23120.0,9.32796063430423)
(23200.0,9.305275565685049)
(23280.0,9.282467950139)
(23360.0,9.259632807832709)
(23440.0,9.236856202227209)
(23520.0,9.214216085648614)
(23600.0,9.19178306252722)
(23680.0,9.169621078709486)
(23760.0,9.147788044352291)
(23840.0,9.12633639709464)
(23920.0,9.105313611483886)
(24000.0,9.084762660003557)
(24080.0,9.064722430481824)
(24160.0,9.045228104142284)
(24240.0,9.026311498136371)
(24320.0,9.008001375972059)
(24400.0,8.990323728903004)
(24480.0,8.973302031038935)
(24560.0,8.956957470631599)
(24640.0,8.941309159749354)
(24720.0,8.926374324324598)
(24800.0,8.912168476348832)
(24880.0,8.898705569809994)
(24960.0,8.885998141807018)
(25040.0,8.874057440113425)
(25120.0,8.862893538350802)
(25200.0,8.852515439786767)
(25280.0,8.842931170682451)
(25360.0,8.834147864009083)
(25440.0,8.826171834257169)
(25520.0,8.819008643991255)
(25600.0,8.812663162715163)
(25680.0,8.80713961855329)
(25760.0,8.802441643184773)
(25840.0,8.798572310410394)
(25920.0,8.795534168673413)
(26000.0,8.79332926780579)
(26080.0,8.791959180224572)
(26160.0,8.79142501674795)
(26240.0,8.79172743716676)
(26320.0,8.792866655652086)
(26400.0,8.79484244104482)
(26480.0,8.79765411202608)
(26560.0,8.8013005271272)
(26640.0,8.805780069490899)
(26720.0,8.8110906262593)
(26800.0,8.817229562408382)
(26880.0,8.824193688811402)
(26960.0,8.831979224258482)
(27040.0,8.840581751107838)
(27120.0,8.84999616419605)
(27200.0,8.860216612557604)
(27280.0,8.87123643346487)
(27360.0,8.883048078204641)
(27440.0,8.895643028955208)
(27520.0,8.909011706019825)
(27600.0,8.923143364615331)
(27680.0,8.938025980275267)
(27760.0,8.953646121853179)
(27840.0,8.969988810969113)
(27920.0,8.987037366614127)
(28000.0,9.004773233479254)
(28080.0,9.023175792412315)
(28160.0,9.042222151213887)
(28240.0,9.061886913785639)
(28320.0,9.082141925416872)
(28400.0,9.10295599172811)
(28480.0,9.12429456851582)
(28560.0,9.146119419418378)
(28640.0,9.1683882379628)
(28720.0,9.191054230148916)
(28800.0,9.214065653280853)
(28880.0,9.237365306243232)
(28960.0,9.260889965851124)
(29040.0,9.284569763262475)
(29120.0,9.308327493716853)
(29200.0,9.33207785205328)
(29280.0,9.3557265855523)
(29360.0,9.379169554588566)
(29440.0,9.402291690448893)
